Room,Door,Lead to,Logic,Status,Comment,Aloha Suggested (Enhanced version),notes,TODO comments (delete when DONE)
Kowloon 35,Kowloon35UpperRight,Kowloon51Left,Kowloon35CenterUpperRight,Not Labbed,,N/A,,
Kowloon 36,Kowloon36CenterLeft,Kowloon49Right,Kowloon36CenterUpperLeft,Not Labbed,,N/A,,
Kowloon 36,Kowloon36CenterLowerLeft,Kowloon48Right,"Kowloon36LowerLeft 
| ((Kowloon36UpperLeft | Kowloon36Right) + Kowloon36Left_Lever)",Not Labbed,,N/A,,
Kowloon 36,Kowloon36CenterUpperLeft,Kowloon50Right,Kowloon36CenterLeft,Not Labbed,,N/A,,
Kowloon 36,Kowloon36LowerLeft,Kowloon37Right,"Kowloon36CenterLowerLeft
| (Kowloon36Right | Kowloon36UpperLeft) + Kowloon36Left_Lever",Not Labbed,,N/A,,
Kowloon 36,Kowloon36Right,Paradise01Left,"Kowloon36UpperLeft 
| ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)",Not Labbed,,N/A,,
Kowloon 36,Kowloon36UpperLeft,Kowloon51Right,((Kowloon36Right | ((Kowloon36CenterLowerLeft | Kowloon36LowerLeft) + Kowloon36Left_Lever)) + (high_jump | (wall_grab + dodge + double_jump))),Not Labbed,,,,
Kowloon 37,Kowloon37Left,Kowloon35LowerRight,Kowloon37Right,Not Labbed,,N/A,,
Kowloon 37,Kowloon37Right,Kowloon36LowerLeft,Kowloon37Left,Not Labbed,,N/A,,
Kowloon 38,Kowloon38CenterRight,Kowloon44Left,"(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| Kowloon38UpperRight 
| (Kowloon38LowerRight + (high_jump | (wall_grab + dodge + (hook | double_jump)) | (hook + double_jump)))",Not Labbed,,,,
Kowloon 38,Kowloon38Left,Kowloon40Right,"(Kowloon42Left + WALL_DASH
| Kowloon38CenterRight + (high_jump | hook + (dodge | double_jump) | wall_grab + double_jump + dodge)
| Kowloon38LowerRight + (high_jump | hook + wall_grab + (dodge | double_jump) | wall_grab + dodge + double_jump))
+ Kowloon40Right_Lever",Not Labbed,,,,
Kowloon 38,Kowloon38LowerRight,Kowloon26Left,"(Kowloon38Left + (high_jump | hook | double_jump | dodge | WALL_DASH))
| (Kowloon38CenterRight | Kowloon38UpperRight)",Not Labbed,,,,
Kowloon 38,Kowloon38UpperRight,Kowloon42Left,Kowloon40Right + WALL_DASH,Not Labbed,,,,
Kowloon 39,Kowloon39LowerRight,Kowloon02UpperLeft,Kowloon39UpperRight,Not Labbed,,N/A,,
Kowloon 39,Kowloon39UpperRight,Kowloon40Left,Kowloon39LowerRight + (high_jump + hook + (double_jump | dodge)),Not Labbed,,,,
Kowloon 40,Kowloon40Left,Kowloon39UpperRight,Kowloon40Right,Not Labbed,,N/A,,
Kowloon 40,Kowloon40Right,Kowloon38Left,Kowloon40Left + (wall_grab | high_jump),Not Labbed,,,,
Kowloon 41,Kowloon41LowerRight,Kowloon30LowerLeft,Kowloon41UpperRight,Not Labbed,,N/A,,
Kowloon 41,Kowloon41UpperRight,Kowloon30CenterLeft,Kowloon41LowerRight + (high_jump | double_jump),Not Labbed,,,,
Kowloon 42,Kowloon42Left,Kowloon38UpperRight,Kowloon42Upper + Kowloon42Upper_Lever,Not Labbed,,N/A,,
Kowloon 42,Kowloon42Upper,Kowloon43Lower,Kowloon42Left + high_jump,Not Labbed,,,,
Kowloon 43,Kowloon43Left,Kowloon04Right,Kowloon43Lower + key_higher_a + key_higher_b,Not Labbed,,N/A,,
Kowloon 43,Kowloon43Lower,Kowloon42Upper,Kowloon43Left,Not Labbed,,N/A,,
Kowloon 44,Kowloon44Left,Kowloon38CenterRight,Kowloon44Right + (high_jump | wall_grab),Not Labbed,,,,
Kowloon 44,Kowloon44Right,Kowloon45Left,Kowloon44Left + (high_jump | wall_grab),Not Labbed,,,,
Kowloon 45,Kowloon45Left,Kowloon44Right,"Kowloon45Right + (high_jump + (dodge | double_jump) | wall_grab + (high_jump | double_jump | dodge | wall_charge))
| Kowloon45Upper",Not Labbed,,,,
Kowloon 45,Kowloon45Right,Kowloon46Left,"Kowloon45Left + (high_jump + (dodge | double_jump) | wall_grab + (double_jump | dodge | wall_charge))
| Kowloon45Upper",Not Labbed,,,,
Kowloon 45,Kowloon45Upper,Kowloon47Lower,(Kowloon45Left | Kowloon45Right) + ((wall_grab | high_jump) + (double_jump | dodge)),Not Labbed,,,,
Kowloon 46,Kowloon46Left,Kowloon45Right,Kowloon46Right,Not Labbed,,N/A,,
Kowloon 46,Kowloon46Right,Kowloon34CenterLeft,Kowloon46Left,Not Labbed,,N/A,,
Kowloon 47,Kowloon47Lower,Kowloon45Upper,Kowloon47Right,Not Labbed,,N/A,,
Kowloon 47,Kowloon47Right,Kowloon28Left,Kowloon47Lower,Not Labbed,,N/A,,
Kowloon 48,Kowloon48Left,Kowloon35CenterLowerRight,Kowloon48Right,Not Labbed,,N/A,,
Kowloon 48,Kowloon48Right,Kowloon36CenterLowerLeft,Kowloon48Left,Not Labbed,,N/A,,
Kowloon 49,Kowloon49Left,Kowloon35CenterRight,Kowloon49Right,Not Labbed,,N/A,,
Kowloon 49,Kowloon49Right,Kowloon36CenterLeft,Kowloon49Left,Not Labbed,,N/A,,
Kowloon 50,Kowloon50Left,Kowloon35CenterUpperRight,Kowloon50Right,Not Labbed,,N/A,,
Kowloon 50,Kowloon50Right,Kowloon36CenterUpperLeft,Kowloon50Left,Not Labbed,,N/A,,
Kowloon 51,Kowloon51Left,Kowloon35UpperRight,Kowloon51Right,Not Labbed,,N/A,,
Kowloon 51,Kowloon51Right,Kowloon36UpperLeft,Kowloon51Left,Not Labbed,,N/A,,
Labo 1,Labo01Left,Labo02Right,"Labo01Upper 
| (Labo01Right + (high_jump | (double_jump + wall_grab) | WALL_DASH))",Not Labbed,,,,
Labo 1,Labo01Right,Labo03Left,Labo01Upper | Labo01Left,Not Labbed,,N/A,,
Labo 1,Labo01Upper,Labo09Lower,"(Labo01Left | Labo01Right) 
+ (high_jump | (double_jump + wall_grab))",Not Labbed,,,,
Labo 2,Labo02Right,Labo01Left,None,Not Labbed,,N/A,,
Labo 3,Labo03Left,Labo01Right,Labo03Right + Labo03Left_Lever,Not Labbed,,N/A,,
Labo 3,Labo03Right,Labo14LowerLeft,Labo03Left + Labo03Right_Lever,Not Labbed,,N/A,,
Labo 4,Labo04Right,Labo14UpperLeft,Labo04Upper + dive,Not Labbed,,N/A,,
Labo 4,Labo04Upper,Labo05Lower,Labo04Right + (high_jump | (double_jump + wall_grab)),Not Labbed,,,,
Labo 5,Labo05Lower,Labo04Upper,None,Not Labbed,,N/A,,
Labo 5,Labo05LowerLeft,Labo09LowerRight,Labo05Lower | ((Labo05LowerRight | Labo05UpperRight | Labo05UpperLeft) + Labo05Lower_Lever),Not Labbed,,N/A,,
Labo 5,Labo05LowerRight,Labo08LowerLeft,Labo05Lower | (Labo05LowerLeft + Labo05Lower_Lever) | Labo05UpperRight | Labo05UpperLeft,Not Labbed,,N/A,,
Labo 5,Labo05Upper,Labo20Lower,"Labo05Lower + high_jump
| (Labo05UpperLeft | Labo05UpperRight) + ((double_jump + wall_grab | high_jump) + Labo05Upper_Lever)
| (Labo05LowerRight + (high_jump + Labo05Upper_Lever))
| (Labo05LowerLeft + high_jump + Labo05Upper_Lever + Labo05Lower_Lever)",Not Labbed,,,,
Labo 5,Labo05UpperLeft,Labo09UpperRight,"Labo05UpperRight + (double_jump | wall_grab + dodge | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)",Not Labbed,,,,
Labo 5,Labo05UpperRight,Labo08CenterLeft,"Labo05UpperLeft + (double_jump | (wall_grab + dodge) | WALL_DASH | high_jump)
| (Labo05LowerRight | Labo05Lower | Labo05LowerLeft + Labo05Lower_Lever) + (high_jump | double_jump + WALL_DASH)",Not Labbed,,,,
Labo 6,Labo06CenterLeft,Labo15Right,"Labo06UpperLeft
| ((Labo06Upper + pile_attack) | (Labo06LowerLeft | Labo06Lower)) + high_jump ",Not Labbed,,,,
Labo 6,Labo06Lower,Garden08Upper,Labo06UpperLeft | Labo06LowerLeft | Labo06CenterLeft | (Labo06Upper + pile_attack),Not Labbed,,,,
Labo 6,Labo06LowerLeft,Labo07Right,Labo06Lower | Labo06UpperLeft | Labo06CenterLeft | (Labo06Upper + pile_attack),Not Labbed,,,,
Labo 6,Labo06Upper,Labo19LowerRight,None,Not Labbed,,N/A,,
Labo 6,Labo06UpperLeft,Labo24Right,"(Labo06LowerLeft | Labo06Lower) + high_jump + (double_jump | dodge)
| Labo06CenterLeft + (high_jump + (double_jump | dodge) | double_jump + wall_grab + (dodge | WALL_DASH))
| Labo06Upper + pile_attack + (wall_grab | high_jump)",Not Labbed,,,,
Labo 7,Labo07Left,Labo08LowerRight,Labo07Right | Labo07Upper,Not Labbed,,N/A,,
Labo 7,Labo07Right,Labo06LowerLeft,Labo07Left | Labo07Upper,Not Labbed,,N/A,,
Labo 7,Labo07Upper,Labo16Lower,(Labo07Left | Labo07Right) + high_jump,Not Labbed,,,,
Labo 8,Labo08CenterLeft,Labo05UpperRight,"Labo08CenterRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Not Labbed,,,,
Labo 8,Labo08CenterRight,Labo16Left,"Labo08CenterLeft 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Not Labbed,,,,
Labo 8,Labo08Lower,Labo14Upper,Labo08Upper + pile_attack,Not Labbed,,,,
Labo 8,Labo08LowerLeft,Labo05LowerRight,"Labo08LowerRight 
| (Labo08Upper + pile_attack)",Not Labbed,,,,
Labo 8,Labo08LowerRight,Labo07Left,"Labo08LowerLeft 
| (Labo08Upper + pile_attack)",Not Labbed,,,,
Labo 8,Labo08Upper,Labo19LowerLeft,None,Not Labbed,,N/A,,
Labo 8,Labo08UpperLeft,Labo26Right,"Labo08UpperRight 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Not Labbed,,,,
Labo 8,Labo08UpperRight,Labo24Left,"Labo08UpperLeft 
| (Labo08Upper + pile_attack + (high_jump | (double_jump + wall_grab)))",Not Labbed,,,,
Labo 9,Labo09Left,Labo10LowerRight,"(Labo09LowerRight | Labo09UpperRight) 
| (Labo09Upper + pile_attack)",Not Labbed,,,,
Labo 9,Labo09Lower,Labo01Upper,Labo09Upper + pile_attack,Not Labbed,,,,
Labo 9,Labo09LowerRight,Labo05LowerLeft,"(Labo09Left | Labo09UpperRight) 
| (Labo09Upper + pile_attack)",Not Labbed,,,,
Labo 9,Labo09Upper,Labo23Lower,None,Not Labbed,,N/A,,
Labo 9,Labo09UpperRight,Labo05UpperLeft,"(Labo09Left | Labo09LowerRight | (Labo09Upper + pile_attack))
+ (high_jump | (double_jump + wall_grab + (wall_charge | dodge)))",Not Labbed,,,,
Labo 10,Labo10UpperLeft,Labo25UpperRight,"Labo10LowerRight + high_jump
| Labo10CenterRight + (high_jump | double_jump + WALL_DASH)
| Labo10UpperRight",Not Labbed,,,,
Labo 10,Labo10LowerRight,Labo09Left,"(Labo10UpperRight | Labo10CenterRight) 
| (Labo10UpperLeft + (high_jump | wall_grab))",Not Labbed,,,,
Labo 10,Labo10CenterRight,Labo23Left,"(Labo10LowerRight + high_jump) 
| (Labo10UpperLeft + (high_jump | wall_grab))
| Labo10UpperRight",Not Labbed,,,,
Labo 10,Labo10UpperRight,Labo11Left,"(Labo10LowerRight | Labo10CenterRight) + high_jump
| (Labo10UpperLeft + (high_jump | (wall_grab + (double_jump | dodge))))",Not Labbed,,,,
Labo 10,Labo10CenterLeft,Labo25LowerRight,Labo23Left + WALL_DASH,Not Labbed,This should be renamed Labo10LowerLeft,,,
Labo 11,Labo11Left,Labo10UpperRight,"Labo11UpperRight + high_jump 
| Labo12Left + double_jump + WALL_DASH",Not Labbed,,,,
Labo 11,Labo11LowerRight,Labo26Left,None,Not Labbed,,N/A,,
Labo 11,Labo11UpperRight,Labo12Left,Labo11Left + (high_jump | wall_grab + double_jump),Not Labbed,,,,
Labo 12,Labo12Left,Labo11UpperRight,Labo12Lower | Labo12Right,Not Labbed,,N/A,,
Labo 12,Labo12Lower,Labo26Upper,Labo12Left | Labo12Right,Not Labbed,,N/A,,
Labo 12,Labo12Right,Labo13Left,(Labo12Left | Labo12Lower) + (high_jump | wall_grab),Not Labbed,,,,
Labo 13,Labo13Left,Labo12Right,Labo13Right + (high_jump | double_jump),Not Labbed,,,,
Labo 13,Labo13Right,Labo19Left,Labo13Left + (high_jump | double_jump | wall_grab + (wall_charge | dodge)),Not Labbed,,,,
Labo 14,Labo14LowerLeft,Labo03Right,Labo14Right | Labo14UpperLeft | Labo14Upper,Not Labbed,,N/A,,
Labo 14,Labo14Right,Labo17Left,Labo14LowerLeft | Labo14Upper | Labo14UpperLeft,Not Labbed,,N/A,,
Labo 14,Labo14Upper,Labo08Lower,(Labo14LowerLeft | Labo14UpperLeft | Labo14Right) + (high_jump + wall_grab + dodge + double_jump),Not Labbed,,,,
Labo 14,Labo14UpperLeft,Labo04Right,(Labo14Upper | Labo14LowerLeft | Labo14Right) + (WALL_DASH | double_jump + dodge),Not Labbed,,,,
Labo 15,Labo15Left,Labo16Right,Labo15Right | Labo15Upper,Not Labbed,,N/A,,
Labo 15,Labo15Right,Labo06CenterLeft,Labo15Left | Labo15Upper,Not Labbed,,N/A,,
Labo 15,Labo15Upper,Labo24Lower,(Labo15Left | Labo15Right) + (high_jump | double_jump + wall_grab),Not Labbed,,,,
Labo 16,Labo16Left,Labo08CenterRight,"Labo16Right 
| Labo16Lower + (double_jump | high_jump)",Not Labbed,,,,
Labo 16,Labo16Lower,Labo07Upper,Labo16Right | Labo16Left,Not Labbed,,N/A,,
Labo 16,Labo16Right,Labo15Left,"Labo16Left 
| Labo16Lower + (double_jump | high_jump)",Not Labbed,,,,
Labo 17,Labo17Left,Labo14Right,None,Not Labbed,,N/A,,
Labo 18,Labo18Left,Labo19Right,Labo18RightDoor,Not Labbed,,N/A,,
Labo 18,Labo18RightDoor,Summit19CenterDoor,Labo18Left + Labo18Right_Lever,Not Labbed,,N/A,,
Labo 19,Labo19Left,Labo13Right,None,Not Labbed,,N/A,,
Labo 19,Labo19LowerCenter,Labo24Upper,"Labo19Right + high_jump + dodge + double_jump 
| Labo18Left + double_jump + WALL_DASH",Not Labbed,,,,
Labo 19,Labo19LowerLeft,Labo08Upper,"(Labo19LowerCenter | (Labo19Right + high_jump + double_jump + dodge) | (Labo18Left + double_jump + WALL_DASH))
+ Labo19Left_Lever + pile_attack",Not Labbed,,,,
Labo 19,Labo19LowerRight,Labo06Upper,"(Labo19Right 
| Labo19LowerCenter + (high_jump | (double_jump + WALL_DASH)))
+ pile_attack",Not Labbed,,,,
Labo 19,Labo19Right,Labo18Left,"Labo19LowerCenter + (high_jump | (double_jump + WALL_DASH))
",Not Labbed,,,,
Labo 20,Labo20Left,Labo23Right,Labo21UpperLeft + WALL_DASH,Not Labbed,,,,
Labo 20,Labo20Lower,Labo05Upper,Labo20UpperRight | Labo20LowerRight,Not Labbed,,N/A,,
Labo 20,Labo20LowerRight,Labo21LowerLeft,Labo20Lower | Labo20UpperRight,Not Labbed,,N/A,,
Labo 20,Labo20UpperRight,Labo21UpperLeft,"(Labo20Lower | Labo20LowerRight) 
+ (high_jump | WALL_DASH)",Not Labbed,,,,
Labo 21,Labo21LowerLeft,Labo20LowerRight,Labo21UpperLeft,Not Labbed,,N/A,,
Labo 21,Labo21UpperLeft,Labo20UpperRight,Labo21LowerLeft + WALL_DASH,Not Labbed,,,,
Labo 22,Labo22LowerRight,Labo25LowerLeft,None,Not Labbed,,N/A,,
Labo 22,Labo22UpperRight,Labo25CenterLowerLeft,None,Not Labbed,,N/A,,
Labo 23,Labo23Left,Labo10CenterRight,None,Not Labbed,,N/A,,
Labo 23,Labo23Lower,Labo09Upper,Labo23Left + pile_attack,Not Labbed,,,,
Labo 23,Labo23Right,Labo20Left,None,Not Labbed,,N/A,,
Labo 24,Labo24Left,Labo08UpperRight,Labo24Lower + high_jump,Not Labbed,,,,
Labo 24,Labo24Lower,Labo15Upper,Labo24Left,Not Labbed,,N/A,,
Labo 24,Labo24Right,Labo06UpperLeft,Labo24Upper,Not Labbed,,N/A,,
Labo 24,Labo24Upper,Labo19LowerCenter,Labo24Right + high_jump,Not Labbed,,,,
Labo 25,Labo25LowerRight,Labo10CenterLeft,Labo25LowerLeft,Not Labbed,,N/A,,
Labo 25,Labo25UpperLeft,Labo27UpperRight,(Labo25CenterUpperLeft | Labo25UpperRight) + high_jump,Not Labbed,,,,
Labo 25,Labo25LowerLeft,Labo22LowerRight,Labo25LowerRight,Not Labbed,,N/A,,
Labo 25,Labo25CenterUpperLeft,Labo27LowerRight,Labo25UpperRight,Not Labbed,,N/A,,
Labo 25,Labo25CenterLowerLeft,Labo22UpperRight,(Labo25LowerRight | Labo25LowerLeft) + ((high_jump | double_jump) + WALL_DASH),Not Labbed,,,,
Labo 25,Labo25UpperRight,Labo10UpperLeft,Labo25CenterUpperLeft,Not Labbed,,N/A,,
Labo 26,Labo26Left,Labo11LowerRight,Labo26Right | Labo26Upper,Not Labbed,,N/A,,
Labo 26,Labo26Right,Labo08UpperLeft,Labo26Left | Labo26Upper,Not Labbed,,N/A,,
Labo 26,Labo26Upper,Labo12Lower,(Labo26Left | Labo26Right) + high_jump,Not Labbed,,,,
Labo 27,Labo27UpperRight,Labo25UpperLeft,None,Not Labbed,,N/A,,
Labo 27,Labo27LowerRight,Labo25CenterUpperLeft,None,Not Labbed,,N/A,,
Mine 1,Mine01Left,Mine13Right,(Mine01Right | Mine01Lower) + Mine13Right_Lever,Done,"Using Sprint, no movement required",Finished,,
Mine 1,Mine01Lower,Mine02UpperRight,Mine01Right ,Not Labbed,,N/A,,
Mine 1,Mine01Right,Crossroad03Left,Mine01Lower,Not Labbed,,N/A,,
Mine 2,Mine02LowerLeft,Mine04Upper,Mine02UpperRight | Mine02LowerRight,Not Labbed,,N/A,,
Mine 2,Mine02LowerRight,Mine03Upper,Mine02UpperRight | Mine02LowerLeft,Not Labbed,,N/A,,
Mine 2,Mine02UpperRight,Mine01Lower,Mine02LowerRight | Mine02LowerLeft,Not Labbed,,N/A,,
Mine 3,Mine03Lower,Mine05Upper,Mine03Upper,Not Labbed,,N/A,,
Mine 3,Mine03Upper,Mine02LowerRight,Mine03Lower + (double_jump | wall_grab | high_jump | STALL | REIBOLG | RONIN),Done,Also can use leg enhancement,Finished,,
Mine 4,Mine04Left,Mine12Right,Mine04Upper + Mine04Right_Lever,Not Labbed,,N/A,,
Mine 4,Mine04Upper,Mine02LowerLeft,Mine04Left,Not Labbed,,N/A,,
Mine 5,Mine05Left,Mine06Right,Mine05Upper,Not Labbed,,N/A,,
Mine 5,Mine05Upper,Mine03Lower,Mine05Left + (high_jump + (double_jump | dodge | STALL | REIBOLG + grav | RONIN) | (scythe | axe) + grav + wall_grab + double_jump + dodge + snow),Done,"God forbid rando actually expects this path, never gonna happen",Finished,,
Mine 6,Mine06UpperLeft,Mine07Right,Mine06Right,Not Labbed,,N/A,,
Mine 6,Mine06LowerLeft,Mine07HiddenRight,None,Not Labbed,,N/A,,
Mine 6,Mine06Right,Mine05Left,Mine06UpperLeft ,Not Labbed,,N/A,,
Mine 7,Mine07HiddenRight,Mine06LowerLeft,Mine07Right | Mine07LowerLeft | Mine07UpperLeft,Not Labbed,,N/A,,
Mine 7,Mine07LowerLeft,Mine11Right,Mine07Right | Mine07UpperLeft | Mine07HiddenRight,Not Labbed,,N/A,,
Mine 7,Mine07Right,Mine06UpperLeft,Mine07LowerLeft | Mine07UpperLeft | Mine07HiddenRight,Not Labbed,,N/A,,
Mine 7,Mine07UpperLeft,Mine09Right,Mine07LowerLeft | Mine07HiddenRight | Mine07Right,Not Labbed,,N/A,,
Mine 8,Mine08Right,Mine10Left,Mine08Upper + pile_attack + (double_jump | high_jump | wall_grab | STALL | RONIN | REIBOLG),Done,Also can use leg enhancement,Finished,,
Mine 8,Mine08Upper,Mine17Lower,None,Not Labbed,,N/A,,
Mine 9,Mine09Right,Mine07UpperLeft,Mine09Upper,Not Labbed,,N/A,,
Mine 9,Mine09Upper,Mine10Lower,Mine09Right + (double_jump | high_jump | STALL + (grav | REIBOLG) | REIBOLG + grav | RONIN | axe + dodge),Done,Also can use leg enhancement for some scenarios,Finished,,
Mine 10,Mine10Left,Mine08Right,(Mine10Lower | Mine10Right) + Mine08Right_Lever,Not Labbed,,N/A,,
Mine 10,Mine10Lower,Mine09Upper,Mine10Right,Not Labbed,,N/A,,
Mine 10,Mine10Right,Mine12Left,Mine10Lower + (double_jump | high_jump | RONIN | STALL + (grav | REIBOLG | dodge) | REIBOLG + (wall_grab | dodge)),Done,Also can use leg enhancement for some scenarios,Finished,,
Mine 11,Mine11Right,Mine07LowerLeft,None,Not Labbed,,N/A,,
Mine 12,Mine12Left,Mine10Right,"Mine12Right + (double_jump | high_jump | wall_grab + (axe | scythe + dodge) | snow | moon | flower + (REIBOLG | grav) | (sword | scythe) + (grav | dodge + REIBOLG) | axe + dodge | REIBOLG + grav)
| Mine12Upper + (double_jump | high_jump | dodge | WALL_DASH | RONIN | STALL | REIBOLG | grav)",Done,one of the first standalone grav checks?,Finished,"scythe + pile_attack + dodge also works (from Right), but not sure want to add.",
Mine 12,Mine12Right,Mine04Left,Mine12Left | Mine12Upper,Not Labbed,,N/A,,
Mine 12,Mine12Upper,Mine14Lower,Mine12Left | Mine12Right + (double_jump | high_jump | wall_grab + (axe | scythe + dodge) | snow | moon | flower + (REIBOLG | grav) | (sword | scythe) + (grav | dodge + REIBOLG) | axe + dodge | REIBOLG + grav),Done,"Left simplified by sprint!

axe + flower also reaches from Right, kinda precise though?",Finished,"scythe + pile_attack + dodge also works (from Right), but not sure want to add.",
Mine 13,Mine13Left,Mine14Right,Mine13Right + (double_jump | high_jump | STALL + (grav | dodge) | RONIN | REIBOLG),Done,Also can use leg enhancement in place of grav for some scenarios,Finished,"pile_attack + dodge also works , but not sure want to add.",
Mine 13,Mine13Right,Mine01Left,Mine13Left,Not Labbed,,N/A,,
Mine 14,Mine14Left,Mine15Right,Mine14Lower | Mine14Right,Not Labbed,,N/A,,
Mine 14,Mine14Lower,Mine12Upper,Mine14Right | Mine14Left,Not Labbed,,N/A,,
Mine 14,Mine14Right,Mine13Left,Mine14Lower | Mine14Left,Not Labbed,,N/A,,
Mine 15,Mine15Left,Mine16Right,Mine15Right,Not Labbed,,N/A,,
Mine 15,Mine15Right,Mine14Left,Mine15Left,Not Labbed,,N/A,,
Mine 16,Mine16Left,Mine17Right,Mine16Right,Not Labbed,,N/A,,
Mine 16,Mine16Right,Mine15Left,Mine16Left,Not Labbed,,N/A,,
Mine 17,Mine17Lower,Mine08Upper,Mine17Right + pile_attack,Not Labbed,,N/A,,
Mine 17,Mine17Right,Mine16Left,None,Not Labbed,,N/A,,
Paradise 1,Paradise01Left,Kowloon36Right,Paradise01LowerRight | Paradise01UpperRight,Not Labbed,,N/A,,
Paradise 1,Paradise01LowerRight,Paradise05Left,Paradise01Left | Paradise01UpperRight,Not Labbed,,N/A,,
Paradise 1,Paradise01UpperRight,Paradise02Left,(Paradise01Left | Paradise01LowerRight) + (high_jump | double_jump),Not Labbed,,(Paradise01Left | Paradise01LowerRight) + (high_jump | double_jump | snow | moon | FLOWER2 | STALL + grav | axe + dodge | (sword | scythe) + dodge + flower),,
Paradise 2,Paradise02CenterRight,Paradise04LowerLeft,(Paradise02Left | Paradise02LowerRight | Paradise02UpperRight) + Paradise04Left_Lever,Done,Simplified - just sprint,Finished,,
Paradise 2,Paradise02Left,Paradise01UpperRight,Paradise02UpperRight | Paradise02LowerRight | Paradise02CenterRight + Paradise04Left_Lever,Not Labbed,Simplified - just sprint,Finished,,
Paradise 2,Paradise02LowerRight,Paradise19Left,(Paradise02Left | Paradise02UpperRight | (Paradise02CenterRight + Paradise04Left_Lever)) + dive,Not Labbed,,N/A,,
Paradise 2,Paradise02UpperRight,Paradise04UpperLeft,(Paradise02Left | Paradise02LowerRight | Paradise02CenterRight + Paradise04Left_Lever) + (high_jump | double_jump + wall_grab),Not Labbed,,,,
Paradise 3,Paradise03Lower,Paradise33Upper,Paradise03UpperLeft,Not Labbed,,N/A,,
Paradise 3,Paradise03LowerLeft,Paradise08LowerRight,"(Paradise03UpperLeft 
| Paradise03Lower + (high_jump | wall_grab)) 
+ key_owner",Not Labbed,,,,
Paradise 3,Paradise03UpperLeft,Paradise08UpperRight,Paradise03Lower + (high_jump | wall_grab + double_jump),Not Labbed,,,,
Paradise 4,Paradise04CenterRight,Paradise10Left,(Paradise04LowerRight | Paradise04Lower) + (high_jump |  double_jump + (dodge | WALL_DASH)),Not Labbed,,,,
Paradise 4,Paradise04Lower,Paradise12Upper,Paradise04CenterRight | Paradise04LowerRight,Not Labbed,,N/A,,
Paradise 4,Paradise04LowerLeft,Paradise02CenterRight,Paradise04CenterRight | Paradise04LowerRight | Paradise04Lower,Not Labbed,,N/A,,
Paradise 4,Paradise04LowerRight,Paradise07Left,Paradise04CenterRight | Paradise04Lower + (high_jump | double_jump),Not Labbed,,,,
Paradise 4,Paradise04UpperLeft,Paradise02UpperRight,Paradise04UpperRight,Not Labbed,,N/A,,
Paradise 4,Paradise04UpperRight,Paradise09Left,Paradise04UpperLeft,Not Labbed,,N/A,,
Paradise 5,Paradise05Left,Paradise01LowerRight,Paradise05UpperLeft + (high_jump | wall_grab | double_jump),Not Labbed,,,,
Paradise 5,Paradise05Right,Paradise20CenterLeft,Paradise05UpperRight,Not Labbed,,N/A,,
Paradise 5,Paradise05UpperLeft,Paradise06LowerLeft,Paradise05Left + (high_jump | wall_grab),Not Labbed,,,,
Paradise 5,Paradise05UpperRight,Paradise06LowerRight,Paradise05Right + (high_jump | wall_grab),Not Labbed,,,,
Paradise 6,Paradise06LowerLeft,Paradise05UpperLeft,Paradise06LowerRight + (high_jump | wall_grab),Not Labbed,,,,
Paradise 6,Paradise06LowerRight,Paradise05UpperRight,Paradise06LowerLeft + (high_jump | wall_grab),Not Labbed,,,,
Paradise 7,Paradise07Left,Paradise04LowerRight,Paradise07Lower,Not Labbed,,N/A,,
Paradise 7,Paradise07Lower,Paradise18Upper,Paradise07Left + (dive | pile_attack),Not Labbed,,,,
Paradise 8,Paradise08Lower,Paradise11Upper,Paradise08LowerLeft | Paradise08LowerRight,Not Labbed,,N/A,,
Paradise 8,Paradise08LowerLeft,Paradise09Right,(Paradise08Lower | Paradise08LowerRight) + (high_jump |  wall_grab + (dodge | double_jump | wall_charge)),Not Labbed,,,,
Paradise 8,Paradise08LowerRight,Paradise03LowerLeft,Paradise08LowerLeft | Paradise08Lower,Not Labbed,,N/A,,
Paradise 8,Paradise08UpperLeft,Paradise10Right,Paradise08UpperRight,Not Labbed,,N/A,,
Paradise 8,Paradise08UpperRight,Paradise03UpperLeft,Paradise08UpperLeft,Not Labbed,,N/A,,
Paradise 9,Paradise09Left,Paradise04CenterRight,Paradise09Right,Not Labbed,,N/A,,
Paradise 9,Paradise09Right,Paradise08LowerLeft,Paradise09Left,Not Labbed,,N/A,,
Paradise 10,Paradise10Left,Paradise04UpperRight,Paradise10Right,Not Labbed,,N/A,,
Paradise 10,Paradise10Right,Paradise08UpperLeft,Paradise10Left,Not Labbed,,N/A,,
Paradise 11,Paradise11Upper,Paradise08Lower,None,Not Labbed,,N/A,,
Paradise 12,Paradise12Upper,Paradise04Lower,None,Not Labbed,,N/A,,
